"AFID1","AFID2","LCS-SIM(JNAME1 JNAME2)","EXIST-P(JNAME1 JNAME2)","EXACT-MATCH(JNAME1 JNAME2)","LCS(JNAME1 JNAME2)","LEVENSHTEIN(JNAME1 JNAME2)","DIFF-LENGTH(JNAME1 JNAME2)","VARIANTS-AND-CONFUSIONS(JNAME1 JNAME2)","UNKNOWN-CHAR(JNAME1 JNAME2)","LCS-SIM(ENAME1 ENAME2)","EXIST-P(ENAME1 ENAME2)","EXACT-MATCH(ENAME1 ENAME2)","INITIAL-MATCH(ENAME1 ENAME2)","LCS(ENAME1 ENAME2)","LEVENSHTEIN(ENAME1 ENAME2)","DIFF-LENGTH(ENAME1 ENAME2)","LCS-SIM(JAFF1 JAFF2)","EXIST-P(JAFF1 JAFF2)","EXACT-MATCH(JAFF1 JAFF2)","LCS-SIM(EAFF1 EAFF2)","EXIST-P(EAFF1 EAFF2)","EXACT-MATCH(EAFF1 EAFF2)","COAUTHER-MATCH(CO-AUTHOR1 CO-AUTHOR2)","COUNT-COAUTHER(CO-AUTHOR1 CO-AUTHOR2)","CLASS"
"B-10013204950-5-cjp","B-10008630486-6-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.7662017867099018d0,0,0,1,-0.9455947581697487d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,3.074327375976204d0,1
"B-10013204950-5-cjp","B-10008630483-5-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.7662017867099018d0,0,0,1,-0.9455947581697487d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,3.074327375976204d0,1
"B-10010630974-2-cjp","B-10008630486-6-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.7662017867099018d0,0,0,1,-0.9455947581697487d0,-0.722080812547675d0,-0.33552628470597157d0,0.5749811408490114d0,0,0,0.8451382957436235d0,0,1,1,0.9688540504849138d0,1
"B-10008630483-7-cjp","B-10013204787-6-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.8274463223775708d0,0,0,1,-0.6869859258806831d0,-0.722080812547675d0,-0.33552628470597157d0,0.6374332355169884d0,0,0,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-10013204961-7-cjp","B-10008630300-6-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.947272648523035d0,0,0,1,0.08884057098651381d0,-0.722080812547675d0,-0.33552628470597157d0,0.465689598980744d0,0,0,0.6843361467981145d0,0,0,0,0.4424857191120912d0,1
"B-10013204950-4-cjp","B-10008630483-4-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.9149385161885266d0,0,0,1,-0.1697682613025518d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,3.074327375976204d0,1
"B-10013204950-2-cjp","B-10008630483-3-cjp",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.7662017867099018d0,0,0,1,-0.9455947581697487d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,3.074327375976204d0,1
"B-80016665595-3-jic","B-80012153305-3-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5059122774055463d0,0,0,1,-0.4283770935916174d0,-0.3809206681754414d0,0.1349091505549051d0,0.692850403131503d0,0,0,0.779015606091236d0,0,0,0,-0.6102509436335539d0,1
"B-80010670083-4-jic","B-80010569857-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5059122774055463d0,0,0,1,-0.4283770935916174d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-10020457377-4-cjp","B-10013028084-4-cjp",0.8339125387752425d0,0,1,0.07344938951968377d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.947272648523035d0,0,0,0,2.9335377261662354d0,-0.3809206681754414d0,0.1349091505549051d0,0.10186423893690343d0,0,0,0.8451382957436235d0,0,1,1,2.021590713230559d0,1
"B-10002285690-1-cjp","B-10002286796-1-cjp",0.2602659359413708d0,0,0,5.630604109511222d0,1.2025037947093236d0,2.704423331515949d0,-0.2813768470866166d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,25.94972379989308d0,-1.0632409569199086d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,1
"B-10013204984-5-cjp","B-10008630324-7-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.8274463223775708d0,0,0,1,-0.6869859258806831d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-10013204984-5-cjp","B-10008630502-3-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.8274463223775708d0,0,0,1,-0.6869859258806831d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8056485255624689d0,0,0,0,0.4424857191120912d0,1
"B-10013204982-5-cjp","B-10008630502-3-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.8274463223775708d0,0,0,1,-0.6869859258806831d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8056485255624689d0,0,0,0,0.4424857191120912d0,1
"B-10013973205-4-cjp","B-10008630335-6-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.8274463223775708d0,0,0,1,-0.6869859258806831d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,0.9688540504849138d0,1
"B-80015705880-4-jic","B-80015408085-7-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5059122774055463d0,0,0,1,-0.4283770935916174d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,0.9688540504849138d0,1
"B-80012699067-9-jic","B-80016041350-4-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5059122774055463d0,0,0,1,-0.4283770935916174d0,-0.722080812547675d0,-0.8059617199668482d0,0.707800187419072d0,0,0,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-80012254482-2-jic","B-80017088221-5-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5059122774055463d0,0,0,1,-0.4283770935916174d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-80015407501-3-jic","B-80017084803-2-jic",-0.5657847216257044d0,0,0,0.07344938951968377d0,0.17867246279912538d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.2749553196404721d0,0,0,1,-1.2042035904588142d0,-0.3809206681754414d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80016937031-7-jic","B-80012249215-3-jic",-0.4011144556961812d0,0,0,0.326047331337481d0,0.5199495734358581d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.09122171263746492d0,0,0,0,-0.9455947581697487d0,-0.03976052380320786d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80016567465-1-jic","B-80012249215-3-jic",-0.4011144556961812d0,0,0,0.326047331337481d0,0.5199495734358581d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.09122171263746492d0,0,0,0,-0.9455947581697487d0,-0.03976052380320786d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80012499426-1-jic","B-80016371077-4-jic",-1.224465785343797d0,0,0,0.07344938951968377d0,0.5199495734358581d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.0098897476525006d0,0,0,0,-1.2042035904588142d0,-0.03976052380320786d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80015625642-1-jic","B-80015738468-3-jic",-2.0478171149914126d0,0,0,-0.17914855229811344d0,1.5437809053460563d0,1.4880756295819715d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.9285577826675364d0,0,0,0,-1.4628124227478798d0,0.9837199093134928d0,0.6053445858157818d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,1.4952223818577364d0,-1
"B-10010714548-1-cjp","B-10019004895-3-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.8428591535194465d0,0,0,1,-0.6869859258806831d0,0.6425597649412593d0,1.0757800210766584d0,0.7662408688693447d0,0,1,0.7650459999009633d0,0,0,1,0.9688540504849138d0,1
"B-80015972090-2-jic","B-80016009798-5-jic",-0.4011144556961812d0,0,0,0.326047331337481d0,0.17867246279912538d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.09122171263746492d0,0,0,0,-0.9455947581697487d0,-0.3809206681754414d0,-0.33552628470597157d0,0.6968828835104369d0,0,0,0.7826487544293055d0,0,0,0,-0.6102509436335539d0,-1
"B-80016606035-1-jic","B-80012549515-2-jic",-0.7213066394480318d0,0,0,0.326047331337481d0,0.17867246279912538d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.44848150403220105d0,0,0,0,-0.9455947581697487d0,-0.3809206681754414d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80011803174-1-jic","B-80012549515-2-jic",-0.7213066394480318d0,0,0,0.326047331337481d0,0.17867246279912538d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.44848150403220105d0,0,0,0,-0.9455947581697487d0,-0.3809206681754414d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-10014313136-7-cjp","B-10014313136-1-cjp",-0.5657847216257044d0,0,0,-0.43174649411591065d0,0.17867246279912538d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.3161124259908459d0,0,0,0,-0.6869859258806831d0,1.3248800536857264d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,3.074327375976204d0,1
"B-110003918461-6-cjp","B-10014313136-1-cjp",-0.5657847216257044d0,0,0,-0.43174649411591065d0,0.17867246279912538d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.3161124259908459d0,0,0,0,-0.6869859258806831d0,1.3248800536857264d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,0.4424857191120912d0,1
"B-110003854563-2-nels","B-110003854842-1-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.7290173716234836d0,0,0,1,0.606058235564645d0,-0.722080812547675d0,-0.8059617199668482d0,0.3454690910253037d0,0,0,0.8079713136547154d0,0,0,1,0.9688540504849138d0,1
"B-110003854406-2-nels","B-110003854842-1-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.7290173716234836d0,0,0,1,0.606058235564645d0,-0.722080812547675d0,-0.8059617199668482d0,0.3454690910253037d0,0,0,0.8079713136547154d0,0,0,1,0.9688540504849138d0,1
"B-110001092056-2-nels","B-110001092065-4-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.7290173716234836d0,0,0,1,0.606058235564645d0,-0.722080812547675d0,-0.8059617199668482d0,0.39497165312460264d0,0,0,0.8451382957436235d0,0,1,1,2.5479590446033815d0,1
"B-10019999292-4-cjp","B-10013492264-5-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,1.0175154105070527d0,0,0,1,0.8646670678537106d0,-0.722080812547675d0,-0.33552628470597157d0,-0.4960744646627784d0,0,0,0.7378450090970871d0,0,0,1,3.600695707349027d0,1
"B-110003991160-10-cjp","B-10005681645-4-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,1.0175154105070527d0,0,0,1,0.8646670678537106d0,-0.722080812547675d0,-0.33552628470597157d0,0.3454690910253037d0,0,0,0.5915978238546641d0,0,0,1,2.021590713230559d0,1
"B-80003693574-3-jic","B-80004326949-5-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.41914941792644383d0,0,0,1,-0.6869859258806831d0,-0.722080812547675d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,-0.4294327782334039d0,0,0,0,-0.08388261226073132d0,1
"B-80005142759-1-jic","B-80004757541-3-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,1.0175154105070527d0,0,0,1,0.8646670678537106d0,-0.722080812547675d0,-0.33552628470597157d0,-1.0370667504622597d0,0,0,-0.9788489330263325d0,0,0,0,0.4424857191120912d0,1
"B-80008692990-1-jic","B-80015500713-1-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.7290173716234836d0,0,0,1,0.606058235564645d0,-0.722080812547675d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-80011223945-5-jic","B-80008757913-9-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.41914941792644383d0,0,0,1,-0.6869859258806831d0,-0.3809206681754414d0,0.1349091505549051d0,4.7549620481972844d-5,1,0,0.7865140798931868d0,0,0,0,-0.6102509436335539d0,1
"B-10018923993-1-cjp","B-110002514970-1-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.524344126521035d0,0,0,1,-0.6869859258806831d0,1.66604019805796d0,2.4870863268592887d0,0.7662408688693447d0,0,1,3.123195172306289d-5,1,0,0,-0.08388261226073132d0,1
"B-10011363701-3-cjp","B-10011368269-2-cjp",-0.5657847216257044d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,0.08884057098651381d0,-1.0632409569199086d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-80009057063-4-jic","B-80008258641-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.41914941792644383d0,0,0,0,1.381884732431842d0,-0.03976052380320786d0,0.1349091505549051d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-110002778416-5-nels","B-110002777926-2-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.7681351975679224d0,0,0,1,-0.9455947581697487d0,0.3013996205690257d0,0.6053445858157818d0,0.7662408688693447d0,0,1,3.123195172306289d-5,1,0,0,-0.08388261226073132d0,1
"B-80010526989-6-jic","B-80007230544-3-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.7290173716234836d0,0,0,1,0.606058235564645d0,-0.722080812547675d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,0,0,-0.08388261226073132d0,1
"B-80001641051-2-jic","B-80002431906-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5059122774055463d0,0,0,1,-0.4283770935916174d0,-0.722080812547675d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,0,0,-0.08388261226073132d0,1
"B-80016205284-1-jic","B-80016183212-4-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.6126278066180347d0,0,0,0,0.8646670678537106d0,0.9837199093134928d0,-0.33552628470597157d0,-1.938720560128062d0,0,0,-1.1726693808199649d0,0,0,1,0.9688540504849138d0,1
"B-80011552314-3-jic","B-80011884949-1-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.795533872815659d0,0,0,0,0.08884057098651381d0,0.9837199093134928d0,1.0757800210766584d0,-2.102657684830809d0,0,0,-2.2663693896188972d0,0,0,0,-0.08388261226073132d0,1
"B-80011552312-1-jic","B-80011884949-1-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.795533872815659d0,0,0,0,0.08884057098651381d0,0.9837199093134928d0,1.0757800210766584d0,-2.102657684830809d0,0,0,-2.2663693896188972d0,0,0,0,-0.08388261226073132d0,1
"B-110006857255-2-jic","B-80011884949-1-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.795533872815659d0,0,0,0,0.08884057098651381d0,0.9837199093134928d0,1.0757800210766584d0,-2.102657684830809d0,0,0,-2.2663693896188972d0,0,0,0,-0.6102509436335539d0,1
"B-80006067177-1-jic","B-80010487440-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.9149385161885266d0,0,0,1,-0.1697682613025518d0,-0.722080812547675d0,-0.33552628470597157d0,4.7549620481972844d-5,1,0,-0.061413052917853005d0,0,0,0,-0.6102509436335539d0,1
"B-110001238122-1-cjp","B-110003354426-6-nels",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.2682568003654041d0,0,0,1,-0.1697682613025518d0,-0.3809206681754414d0,-0.33552628470597157d0,-0.4960744646627784d0,0,0,-0.8273758982572413d0,0,0,0,-0.08388261226073132d0,1
"B-80003629363-4-jic","B-80003603124-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.31069549450242273d0,0,0,1,-0.9455947581697487d0,-0.3809206681754414d0,0.1349091505549051d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-80016786942-2-jic","B-80016514785-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.17125486879540242d0,0,0,1,-1.2042035904588142d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,0.4424857191120912d0,1
"B-110002023137-1-nels","B-110002213940-2-nels",0.8339125387752425d0,0,1,0.07344938951968377d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.9149385161885266d0,0,0,1,-0.1697682613025518d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,-2.520369978950615d0,0,0,0,0.4424857191120912d0,1
"B-110001904283-1-nels","B-110002213942-2-nels",0.8339125387752425d0,0,1,0.07344938951968377d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.5769006638947516d0,0,0,1,-0.1697682613025518d0,-0.722080812547675d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,-2.5667908294904955d0,0,0,0,0.4424857191120912d0,1
"B-110002198001-1-nels","B-110002213942-2-nels",0.8339125387752425d0,0,1,0.07344938951968377d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.5769006638947516d0,0,0,1,-0.1697682613025518d0,-0.722080812547675d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,-2.695542875149752d0,0,0,0,0.4424857191120912d0,1
"B-80007628300-1-jic","B-80004995909-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.41914941792644383d0,0,0,1,0.34744940327557944d0,-0.03976052380320786d0,0.6053445858157818d0,4.7549620481972844d-5,1,0,0.39382494180688216d0,0,0,0,-0.08388261226073132d0,1
"B-110002117182-1-nels","B-110002119408-4-nels",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.947272648523035d0,0,0,1,0.08884057098651381d0,-0.722080812547675d0,-0.33552628470597157d0,4.7549620481972844d-5,1,0,0.6728188055790083d0,0,0,0,-0.6102509436335539d0,1
"B-80015471714-4-jic","B-80016264765-3-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,-1.3161124259908459d0,0,0,0,-1.2042035904588142d0,0.9837199093134928d0,2.016650891598412d0,0.6123001121700521d0,0,0,0.7064421207330795d0,0,0,0,-0.6102509436335539d0,1
"B-80016840938-3-jic","B-80015925287-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5769006638947516d0,0,0,1,-0.1697682613025518d0,-0.3809206681754414d0,0.1349091505549051d0,0.6424844636210973d0,0,0,0.7336373494768992d0,0,0,0,-0.08388261226073132d0,1
"B-80008994102-1-jic","B-80007866261-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.41914941792644383d0,0,0,1,-0.6869859258806831d0,-0.722080812547675d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-80003823612-1-jic","B-80003368404-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5059122774055463d0,0,0,1,-0.4283770935916174d0,-0.3809206681754414d0,0.1349091505549051d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-80016675391-1-jic","B-80011141990-3-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5769006638947516d0,0,0,1,-0.1697682613025518d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-80010090559-4-jic","B-80004737437-4-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.31069549450242273d0,0,0,1,-0.9455947581697487d0,-0.3809206681754414d0,0.1349091505549051d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-80011882651-1-jic","B-80011755381-6-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5769006638947516d0,0,0,1,-0.1697682613025518d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,1.4952223818577364d0,1
"B-110002141694-4-nels","B-110002048993-1-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.9149385161885266d0,0,0,1,-0.1697682613025518d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,-1.667522555268264d0,0,0,0,0.4424857191120912d0,1
"B-80012375480-3-jic","B-80015342513-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5769006638947516d0,0,0,1,-0.1697682613025518d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,0.9688540504849138d0,1
"B-110002767769-1-nels","B-110002767141-2-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.8274463223775708d0,0,0,1,-0.6869859258806831d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,3.123195172306289d-5,1,0,0,0.4424857191120912d0,1
"B-110002767769-1-nels","B-110002716760-3-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.8274463223775708d0,0,0,1,-0.6869859258806831d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,3.123195172306289d-5,1,0,0,-0.08388261226073132d0,1
