YYYY/MM/DD,CAD/USD,EUR/USD,JPY/USD,GBP/USD,CHF/USD,AUD/USD,HKD/USD,NZD/USD,KRW/USD,MXN/USD
2010/05/28,0.7900677200902934,0.8307523472747225,0.6322575243836076,0.9277624732170189,0.9811696583671107,0.8544335752603345,0.607023411371233,0.905073649754501,0.7111220472440951,0.47554157931516383
2010/05/31,0.7622272385252066,0.8676990610901106,0.6518899912093431,0.9084787266605455,0.9852924145917775,0.8880403912906282,0.6103678929765763,0.92253136933988,0.7509842519685042,0.4937106918238988
2010/06/01,0.7750188111361925,0.8719058651383979,0.6448156055088116,0.8407305377002355,0.9845975680370583,0.8962448721994319,0.7006688963210702,0.8963447899618111,0.8228346456692912,0.49475890985324894
2010/06/02,0.718585402558314,0.8965370076819897,0.6913642262129011,0.8562391592694628,0.9905732484076433,0.9144209529820132,0.7374581939799215,0.911620294599018,0.8213582677165355,0.46680642907057945
2010/06/03,0.7276147479307752,0.9015363980002439,0.6958014148771402,0.8683807774716874,0.9823740590619569,0.885579047017987,0.6923076923076821,0.8900709219858156,0.731791338582677,0.43780573025855984
2010/06/04,0.8028592927012793,0.9827460065845629,0.6749968604797189,0.9275584124068973,1.0,0.9498579993688863,0.7123745819397869,0.9468085106382976,0.7475393700787402,0.4818308874912647
2010/06/07,0.8209179834462,1.0,0.6803968353635562,0.9252117130905014,0.9995830920671683,0.9904070684758601,0.8812709030100281,1.0,0.9138779527559054,0.4860237596086653
2010/06/08,0.8043641835966893,0.9849408608706257,0.6523504541839342,0.962350780532599,0.9751708164447016,0.972136320605869,0.919732441471566,0.993998908892526,0.9084645669291342,0.48986722571628205
2010/06/09,0.7118133935289694,0.963175222533837,0.6642387709824604,0.8823589429650042,0.9631731325998841,0.9237929946355313,0.8762541806019982,0.9487179487179489,0.9744094488188985,0.45317959468902824
2010/06/10,0.6681715575620769,0.9357395439580539,0.6428481727991964,0.8406285072951741,0.9547654892877822,0.8644051751341119,0.6923076923076821,0.8758865248226948,0.9916338582677174,0.4297693920335425
2010/06/11,0.665161775771257,0.9499451286428481,0.6718154799280002,0.9026629935720845,0.9788071800810655,0.8536131271694544,0.7357859531772498,0.8521549372613202,0.967027559055119,0.4095038434661072
2010/06/14,0.6049661399548537,0.8674551883916596,0.6728201264180165,0.7954290378532811,0.9452229299363059,0.7927737456610915,0.715719063545145,0.7880523731587559,0.8400590551181101,0.3815513626834377
2010/06/15,0.6313017306245289,0.847091818070967,0.651722550127674,0.7681869197020714,0.929195136074117,0.800725781003471,0.7023411371237418,0.8090561920349153,0.8818897637795274,0.37526205450733746
2010/06/16,0.5921745673438678,0.8489818314839656,0.6561597387919126,0.7635955514743401,0.9196988998262884,0.7871252761123381,0.6956521739130402,0.7945990180032736,0.7947834645669298,0.37875611460517106
2010/06/17,0.6282919488337091,0.8319717107669794,0.6366947130478462,0.7785940210182639,0.889334105385061,0.7869359419375197,0.6120401337792629,0.7771412984178939,0.8011811023622052,0.3770090845562539
